Lagen, NN, 
., MAD, 
Persson, PM, 
har, VB, 
haft, VB, 
ont, AB, 
i, PP, 
en, DT, 
dålig, JJ, 
höft, NN, 
., MAD, 
Människor, NN, 
i, PP, 
vanliga, JJ, 
kläder, NN, 
har, VB, 
sprängt, VB, 
sig, PN, 
själva, JJ, 
i, PP, 
luften, NN, 
och, KN, 
samtidigt, AB, 
dödat, VB, 
amerikanska, JJ, 
soldater, NN, 
., MAD, 
Allt, DT, 
annat, PN, 
är, VB, 
fel, JJ, 
och, KN, 
syndigt, JJ, 
,, MID, 
sade, VB, 
han, PN, 
för, PP, 
några, DT, 
dagar, NN, 
sedan, AB, 
., MAD, 
När, HA, 
han, PN, 
var, VB, 
nästan, AB, 
hemma, AB, 
blev, VB, 
han, PN, 
överfallen, PC, 
., MAD, 
I, PP, 
tidigare, JJ, 
paralympics, NN, 
har, VB, 
han, PN, 
tagit, VB, 
nio, RG, 
guld, NN, 
,, MID, 
ett, DT, 
silver, NN, 
och, KN, 
elva, RG, 
brons, NN, 
., MAD, 
Det, PN, 
var, VB, 
då, AB, 
han, PN, 
dödade, VB, 
polismannen, NN, 
., MAD, 
Det, PN, 
är, VB, 
andra, JJ, 
gången, NN, 
som, HP, 
Pim-Pim, PM, 
vinner, VB, 
en, DT, 
stor, JJ, 
ATP-turnering, NN, 
., MAD, 
Al, PM, 
Qaidas, PM, 
ledare, NN, 
Usama, PM, 
bin, PM, 
Ladin, PM, 
är, VB, 
från, PP, 
Saudiarabien, PM, 
., MAD, 
De, PN, 
säger, VB, 
Christian, PM, 
Diesen, PM, 
,, MID, 
som, HP, 
är, VB, 
professor, NN, 
i, PP, 
juridik, NN, 
., MAD, 
Det, PN, 
blev, VB, 
klart, JJ, 
efter, PP, 
Sundsvalls, PM, 
seger, NN, 
mot, PP, 
Akropol, PM, 
från, PP, 
Stockholm, PM, 
., MAD, 
Polisen, NN, 
säger, VB, 
att, SN, 
det, PN, 
ännu, AB, 
inte, AB, 
finns, VB, 
någon, PN, 
som, HP, 
är, VB, 
misstänkt, PC, 
för, PP, 
att, IE, 
ha, VB, 
dödat, VB, 
kvinnan, NN, 
., MAD, 
Sveriges, PM, 
match, NN, 
mot, PP, 
USA, PM, 
spelas, VB, 
på, PP, 
torsdag, NN, 
., MAD, 
Han, PN, 
säger, VB, 
att, SN, 
i, PP, 
Sverige, PM, 
är, VB, 
det, PN, 
de, DT, 
vita, JJ, 
människorna, NN, 
som, HP, 
har, VB, 
makten, NN, 
., MAD, 
Så, AB, 
blev, VB, 
det, PN, 
inte, AB, 
alls, AB, 
., MAD, 
–, MID, 
Jag, PN, 
är, VB, 
nöjd, PC, 
med, PP, 
att, SN, 
förslaget, NN, 
stoppades, VB, 
,, MID, 
säger, VB, 
statsminister, NN, 
Göran, PM, 
Persson, PM, 
till, PP, 
nyhetsprogrammet, NN, 
Ekot, PM, 
., MAD, 
Men, KN, 
nu, AB, 
är, VB, 
hjälp, NN, 
på, PP, 
väg, NN, 
., MAD, 
Läkarna, NN, 
har, VB, 
ännu, AB, 
inte, AB, 
sagt, VB, 
vilken, HD, 
sjukdom, NN, 
han, PN, 
har, VB, 
., MAD, 
I, PP, 
dag, NN, 
,, MID, 
tisdag, NN, 
,, MID, 
ska, VB, 
norrmännen, NN, 
sluta, VB, 
att, IE, 
röka, VB, 
på, PP, 
sina, PS, 
krogar, NN, 
., MAD, 
Frölunda, PM, 
vann, VB, 
med, PP, 
4-0, RG, 
på, PP, 
bortaplan, NN, 
., MAD, 
I, PP, 
går, AB, 
,, MID, 
onsdag, NN, 
,, MID, 
dog, VB, 
en, DT, 
kvinna, NN, 
när, HA, 
en, DT, 
bro, NN, 
rasade, VB, 
., MAD, 
Sedan, AB, 
i, PP, 
lördags, NN, 
,, MID, 
då, HA, 
Saddam, PM, 
Hussein, PM, 
greps, VB, 
,, MID, 
har, VB, 
flera, JJ, 
bomber, NN, 
sprängts, VB, 
i, PP, 
Irak, PM, 
., MAD, 
Därför, AB, 
har, VB, 
han, PN, 
krävt, VB, 
en, DT, 
rättegång, NN, 
i, PP, 
Göteborgs, PM, 
tingsrätt, NN, 
., MAD, 
Keiko, PM, 
var, VB, 
en, DT, 
späckhuggare, NN, 
som, HP, 
blev, VB, 
känd, PC, 
i, PP, 
hela, JJ, 
världen, NN, 
., MAD, 
Han, PN, 
hade, VB, 
inte, AB, 
planerat, VB, 
att, IE, 
döda, VB, 
Anna, PM, 
Lindh, PM, 
,, MID, 
säger, VB, 
Mijailovic, PM, 
., MAD, 
De, PN, 
har, VB, 
kanske, AB, 
inte, AB, 
råd, NN, 
att, IE, 
spara, VB, 
längre, AB, 
., MAD, 
Cheferna, NN, 
säger, VB, 
också, AB, 
att, SN, 
idrottarna, NN, 
ska, VB, 
få, VB, 
tillbaka, PL, 
alla, DT, 
sina, PS, 
pengar, NN, 
senast, AB, 
den, DT, 
sista, JJ, 
mars, NN, 
nästa, JJ, 
år, NN, 
., MAD, 
Efter, PP, 
olyckan, NN, 
har, VB, 
fem, RG, 
personer, NN, 
från, PP, 
skolan, NN, 
gripits, VB, 
., MAD, 
Det, PN, 
blev, VB, 
bråk, NN, 
på, PP, 
en, DT, 
festplats, NN, 
vid, PP, 
sjön, NN, 
., MAD, 
De, DT, 
flesta, JJ, 
som, HP, 
är, VB, 
aids-sjuka, JJ, 
bor, VB, 
i, PP, 
Afrika, PM, 
., MAD, 
–, MID, 
Jag, PN, 
har, VB, 
sagt, VB, 
det, PN, 
flera, JJ, 
gånger, NN, 
till, PP, 
Calle, PM, 
och, KN, 
jag, PN, 
vill, VB, 
säga, VB, 
det, PN, 
till, PP, 
hela, JJ, 
svenska, JJ, 
folket, NN, 
:, MID, 
Ni, PN, 
kan, VB, 
lita, VB, 
på, PP, 
den, DT, 
grekiska, JJ, 
rättvisan, NN, 
,, MID, 
säger, VB, 
Drossos, PM, 
till, PP, 
TT, PM, 
., MAD, 
Kriget, NN, 
har, VB, 
fortsatt, VB, 
hela, JJ, 
tiden, NN, 
., MAD, 
Folk, NN, 
har, VB, 
tyckt, VB, 
att, SN, 
den, PN, 
är, VB, 
odemokratisk, JJ, 
., MAD, 
Bragden, NN, 
var, VB, 
klar, JJ, 
., MAD, 
Då, AB, 
blir, VB, 
det, PN, 
svårare, JJ, 
att, IE, 
lära, VB, 
sig, PN, 
språket, NN, 
., MAD, 
Sedan, AB, 
ska, VB, 
han, PN, 
förhöras, VB, 
av, PP, 
polisen, NN, 
., MAD, 
Förra, JJ, 
årets, NN, 
vägrade, VB, 
Kina, PM, 
att, IE, 
erkänna, VB, 
att, SN, 
många, PN, 
i, PP, 
Kina, PM, 
hade, VB, 
smittats, VB, 
av, PP, 
viruset, NN, 
sars, NN, 
., MAD, 
Israels, PM, 
ambassadör, NN, 
tyckte, VB, 
illa, AB, 
om, PP, 
konstverket, NN, 
., MAD, 
USA, PM, 
har, VB, 
tagit, VB, 
alla, DT, 
silver, NN, 
., MAD, 
Lissabons, PM, 
spelare, NN, 
var, VB, 
överlägsna, JJ, 
och, KN, 
vann, VB, 
matchen, NN, 
med, PP, 
2, RG, 
–, NN, 
0, RG, 
., MAD, 
Sedan, AB, 
kraschade, VB, 
de, PN, 
mot, PP, 
marken, NN, 
., MAD, 
Landet, NN, 
Kirgizistan, PM, 
ligger, VB, 
i, PP, 
västra, JJ, 
Asien, PM, 
,, MID, 
granne, NN, 
med, PP, 
Kina, PM, 
., MAD, 
Många, PN, 
av, PP, 
dem, PN, 
arbetade, VB, 
för, PP, 
FN, PM, 
., MAD, 
Planerna, NN, 
handlar, VB, 
om, PP, 
att, IE, 
se, VB, 
till, PL, 
att, SN, 
det, PN, 
finns, VB, 
tillräckligt, AB, 
med, PP, 
mediciner, NN, 
och, KN, 
sjukhusplatser, NN, 
om, SN, 
influensan, NN, 
skulle, VB, 
komma, VB, 
hit, AB, 
., MAD, 
I, PP, 
Tyskland, PM, 
måste, VB, 
tio, RG, 
tusen, RG, 
Opelanställda, PC, 
sluta, VB, 
., MAD, 
Den, DT, 
tyska, JJ, 
regeringen, NN, 
har, VB, 
protesterat, VB, 
till, PP, 
den, DT, 
italienska, JJ, 
., MAD, 
Första, RO, 
åket, NN, 
förlorade, VB, 
Fischer, PM, 
stort, AB, 
., MAD, 
I, PP, 
många, JJ, 
år, NN, 
har, VB, 
palestinierna, NN, 
krävt, VB, 
att, SN, 
Israel, PM, 
ger, VB, 
ifrån, PL, 
sig, PN, 
land, NN, 
så, AB, 
att, SN, 
Palestina, PM, 
kan, VB, 
bli, VB, 
en, DT, 
egen, JJ, 
stat, NN, 
., MAD, 
Sverige, PM, 
och, KN, 
Finland, PM, 
spelar, VB, 
i, PP, 
samma, DT, 
grupp, NN, 
., MAD, 
Han, PN, 
måste, VB, 
också, AB, 
böta, VB, 
över, PP, 
hundra, RG, 
tusen, RG, 
kronor, NN, 
., MAD, 
Kriget, NN, 
mot, PP, 
Irak, PM, 
var, VB, 
ett, DT, 
sätt, NN, 
att, IE, 
skydda, VB, 
Storbritannien, PM, 
,, MID, 
sade, VB, 
han, PN, 
., MAD, 
HV71, PM, 
kommer, VB, 
att, IE, 
spela, VB, 
sina, PS, 
semifinaler, NN, 
mot, PP, 
Frölunda, PM, 
., MAD, 
Egentligen, AB, 
ändras, VB, 
inte, AB, 
så, AB, 
mycket, AB, 
efter, PP, 
valet, NN, 
., MAD, 
Sjuttio, RG, 
människor, NN, 
har, VB, 
dödats, VB, 
., MAD, 
Om, PP, 
två, RG, 
månader, NN, 
är, VB, 
det, PN, 
val, NN, 
i, PP, 
USA, PM, 
., MAD, 
Sverige, PM, 
spelade, VB, 
sin, PS, 
första, RO, 
kvalmatch, NN, 
mot, PP, 
Malta, PM, 
., MAD, 
Många, JJ, 
människor, NN, 
var, VB, 
ute, AB, 
den, DT, 
här, AB, 
kvällen, NN, 
., MAD, 
Det, PN, 
var, VB, 
också, AB, 
han, PN, 
som, HP, 
gjorde, VB, 
det, DT, 
viktiga, JJ, 
första, RO, 
målet, NN, 
., MAD, 
De, PN, 
har, VB, 
dödats, VB, 
av, PP, 
israeliska, JJ, 
soldater, NN, 
., MAD, 
Båda, JJ, 
två, RG, 
har, VB, 
erkänt, VB, 
att, SN, 
de, PN, 
hade, VB, 
sex, RG, 
i, PP, 
hemlighet, NN, 
., MAD, 
Det, PN, 
är, VB, 
bråk, NN, 
mellan, PP, 
presidenten, NN, 
och, KN, 
premiärministern, NN, 
i, PP, 
landet, NN, 
Sri, PM, 
Lanka, PM, 
., MAD, 
Han, PN, 
lovade, VB, 
att, IE, 
lyssna, VB, 
mer, AB, 
på, PP, 
sitt, PS, 
parti, NN, 
,, MID, 
det, DT, 
socialdemokratiska, JJ, 
labour-partiet, NN, 
., MAD, 
Israel, PM, 
anföll, VB, 
staden, NN, 
på, PP, 
flera, JJ, 
ställen, NN, 
., MAD, 
De, PN, 
var, VB, 
oroliga, JJ, 
för, PP, 
vad, HP, 
USA, PM, 
skulle, VB, 
göra, VB, 
för, PP, 
att, IE, 
hämnas, VB, 
., MAD, 
I, PP, 
förslaget, NN, 
står, VB, 
också, AB, 
att, SN, 
EUs, PM, 
riksdag, NN, 
ska, VB, 
få, VB, 
mer, JJ, 
makt, NN, 
., MAD, 
Rapporten, NN, 
säger, VB, 
säkert, AB, 
precis, AB, 
samma, DT, 
sak, NN, 
., MAD, 
•, MID, 
En, DT, 
del, NN, 
av, PP, 
de, DT, 
miljarder, NN, 
som, HP, 
kommunerna, NN, 
får, VB, 
av, PP, 
staten, NN, 
ska, VB, 
användas, VB, 
till, PP, 
att, IE, 
göra, VB, 
förskolan, NN, 
bättre, AB, 
., MAD, 
Han, PN, 
kom, VB, 
tvåa, NN, 
på, PP, 
17.28, RG, 
., MAD, 
Men, KN, 
Sverige, PM, 
borde, VB, 
ha, VB, 
större, JJ, 
chans, NN, 
mot, PP, 
Tyskland, PM, 
än, KN, 
mot, PP, 
Brasilien, PM, 
., MAD, 
USAs, PM, 
militärer, NN, 
säger, VB, 
att, SN, 
det, PN, 
var, VB, 
irakiska, JJ, 
gerilla-soldater, NN, 
i, PP, 
moskén, NN, 
., MAD, 
Nordirländska, JJ, 
politiker, NN, 
kan, VB, 
få, VB, 
styra, VB, 
i, PP, 
sitt, PS, 
eget, JJ, 
område, NN, 
., MAD, 
När, HA, 
match-tiden, NN, 
var, VB, 
slut, JJ, 
stod, VB, 
det, PN, 
2, RG, 
–, NN, 
2, RG, 
., MAD, 
Frölundas, PM, 
spelare, NN, 
hade, VB, 
kämpat, VB, 
dåligt, AB, 
., MAD, 
Malin, PM, 
Baryard, PM, 
siktade, VB, 
på, PP, 
att, IE, 
ta, VB, 
medalj, NN, 
i, PP, 
årets, NN, 
världscupfinal, NN, 
i, PP, 
hästhoppning, NN, 
., MAD, 
I, PP, 
år, NN, 
verkar, VB, 
hon, PN, 
vara, VB, 
i, PP, 
toppform, NN, 
., MAD, 
Under, PP, 
rättegången, NN, 
sade, VB, 
Mijailo, PM, 
Mijailovic, PM, 
att, SN, 
han, PN, 
mådde, VB, 
mycket, AB, 
dåligt, AB, 
den, DT, 
dagen, NN, 
han, PN, 
dödade, VB, 
Anna, PM, 
Lindh, PM, 
., MAD, 
De, PN, 
skulle, VB, 
kontrollera, VB, 
att, SN, 
ingen, PN, 
fuskade, VB, 
i, PP, 
valet, NN, 
., MAD, 
Tidigare, AB, 
lagades, VB, 
skolmaten, NN, 
i, PP, 
skolans, NN, 
kök, NN, 
., MAD, 
Annika, PM, 
Sörenstam, PM, 
är, VB, 
bäst, JJ, 
i, PP, 
världen, NN, 
i, PP, 
golf, NN, 
., MAD, 
Isabel, PM, 
har, VB, 
inte, AB, 
ställt, VB, 
till, PL, 
lika, AB, 
stora, JJ, 
skador, NN, 
som, KN, 
tidigare, JJ, 
stormar, NN, 
., MAD, 
Fortfarande, AB, 
tror, VB, 
polisen, NN, 
att, SN, 
det, PN, 
kan, VB, 
vara, VB, 
någon, DT, 
psykiskt, AB, 
sjuk, JJ, 
människa, NN, 
som, HP, 
dödade, VB, 
de, DT, 
båda, PN, 
av, PP, 
en, DT, 
slump, NN, 
., MAD, 
Palestinierna, NN, 
gör, VB, 
inte, AB, 
tillräckligt, AB, 
mycket, AB, 
för, PP, 
att, IE, 
stoppa, VB, 
terroristattacker, NN, 
,, MID, 
säger, VB, 
Israel, PM, 
., MAD, 
Det, PN, 
blev, VB, 
förlängning, NN, 
och, KN, 
sedan, AB, 
straffsparkar, NN, 
., MAD, 
För, PP, 
att, IE, 
göra, VB, 
det, PN, 
låtsades, VB, 
Liljegren, PM, 
och, KN, 
hans, PS, 
medarbetare, NN, 
vara, VB, 
brottslingar, NN, 
., MAD, 
Polisen, NN, 
och, KN, 
räddningstjänsten, NN, 
undersöker, VB, 
hur, HA, 
branden, NN, 
började, VB, 
., MAD, 
Det, PN, 
säger, VB, 
de, DT, 
nordkoreanska, JJ, 
ledarna, NN, 
., MAD, 
–, MID, 
Det, PN, 
har, VB, 
varit, VB, 
min, PS, 
dröm, NN, 
sen, SN, 
jag, PN, 
var, VB, 
sju, RG, 
år, NN, 
gammal, JJ, 
., MAD, 
De, PN, 
tror, VB, 
att, SN, 
han, PN, 
vet, VB, 
var, HA, 
Saddam, PM, 
Hussein, PM, 
gömmer, VB, 
sig, PN, 
., MAD, 
Sverige, PM, 
var, VB, 
ett, DT, 
knäckt, PC, 
lag, NN, 
och, KN, 
var, VB, 
inte, AB, 
ens, AB, 
nära, JJ, 
att, IE, 
komma, VB, 
ifatt, PL, 
igen, AB, 
., MAD, 
Det, PN, 
bevisade, VB, 
han, PN, 
igen, PL, 
på, PP, 
onsdagen, NN, 
., MAD, 
Kanske, AB, 
kommer, VB, 
de, PN, 
att, IE, 
hitta, VB, 
många, JJ, 
fler, JJ, 
fuskare, NN, 
den, DT, 
närmaste, JJ, 
månaden, NN, 
., MAD, 
De, DT, 
amerikanska, JJ, 
ledarna, NN, 
vill, VB, 
ha, VB, 
hjälp, NN, 
av, PP, 
länderna, NN, 
i, PP, 
organisationen, NN, 
Nato, PM, 
., MAD, 
Människor, NN, 
hade, VB, 
blivit, VB, 
varnade, PC, 
för, PP, 
snöovädret, NN, 
., MAD, 
Bland, PP, 
växterna, NN, 
kan, VB, 
de, PN, 
skydda, VB, 
sina, PS, 
barn, NN, 
och, KN, 
det, PN, 
finns, VB, 
gott, AB, 
om, PP, 
mat, NN, 
., MAD, 
Ledare, NN, 
för, PP, 
gruppen, NN, 
var, VB, 
svensken, NN, 
Anders, PM, 
Wijkman, PM, 
., MAD, 
Det, PN, 
kan, VB, 
vara, VB, 
så, AB, 
att, SN, 
färre, JJ, 
valde, VB, 
att, IE, 
anmäla, VB, 
brott, NN, 
förut, AB, 
., MAD, 
De, PN, 
som, HP, 
har, VB, 
fått, VB, 
lägenhets-kontrakten, NN, 
har, VB, 
sedan, AB, 
fått, VB, 
köpa, VB, 
lägenheterna, NN, 
., MAD, 
Ishockeyförbundet, NN, 
har, VB, 
regler, NN, 
som, HP, 
klubbarna, NN, 
måste, VB, 
följa, VB, 
., MAD, 
Frölunda, PM, 
vann, VB, 
med, PP, 
2-1, RG, 
., MAD, 
SSUs, PM, 
ordförande, NN, 
Ardalan, PM, 
Shekarabi, PM, 
har, VB, 
sagt, VB, 
att, SN, 
han, PN, 
inte, AB, 
kände, VB, 
till, PP, 
fusket, NN, 
., MAD, 
Nu, AB, 
hoppas, VB, 
Barosso, PM, 
att, SN, 
politikerna, NN, 
i, PP, 
EUs, PM, 
riksdag, NN, 
säger, VB, 
ja, IN, 
till, PP, 
den, DT, 
nya, JJ, 
EU-kommissionen, NN, 
., MAD, 
Giftiga, JJ, 
avgaser, NN, 
från, PP, 
bilar, NN, 
skadar, VB, 
barns, NN, 
lungor, NN, 
svårt, AB, 
., MAD, 
Sverige, PM, 
spelar, VB, 
mot, PP, 
Tyskland, PM, 
., MAD, 
I, PP, 
vintras, NN, 
dödades, VB, 
två, RG, 
unga, JJ, 
kvinnor, NN, 
vid, PP, 
Hallandsåsen, NN, 
., MAD, 
I, PP, 
söndags, NN, 
lyfte, VB, 
Annika, PM, 
Sörenstam, PM, 
äntligen, AB, 
den, DT, 
stora, JJ, 
pokalen, NN, 
som, HP, 
visade, VB, 
att, SN, 
hon, PN, 
vunnit, VB, 
British, PM, 
Open, PM, 
i, PP, 
golf, NN, 
., MAD, 
Både, KN, 
shia-muslimer, NN, 
och, KN, 
sunni-muslimer, NN, 
demonstrerar, VB, 
för, PP, 
al, NN, 
Sadr, PM, 
och, KN, 
mot, PP, 
regeringen, NN, 
., MAD, 
Planet, NN, 
störtade, VB, 
i, PP, 
havet, NN, 
utanför, PP, 
Karlskrona, PM, 
., MAD, 
Men, KN, 
den, DT, 
här, AB, 
dagen, NN, 
var, VB, 
svensken, NN, 
bäst, JJ, 
., MAD, 
I, PP, 
Sverige, PM, 
demonstrerade, VB, 
nästan, AB, 
hundra, RG, 
tusen, RG, 
människor, NN, 
på, PP, 
flera, JJ, 
olika, JJ, 
platser, NN, 
., MAD, 
En, DT, 
hög, JJ, 
polis-chef, NN, 
i, PP, 
Stockholm, PM, 
är, VB, 
misstänkt, PC, 
för, PP, 
grova, JJ, 
brott, NN, 
., MAD, 
Amina, PM, 
Lawal, PM, 
är, VB, 
friad, PC, 
., MAD, 
Dagen, NN, 
före, PP, 
mordet, NN, 
höll, VB, 
Anna, PM, 
Lindh, PM, 
sitt, PS, 
sista, JJ, 
politiska, JJ, 
tal, NN, 
., MAD, 
Då, AB, 
fick, VB, 
Arafat, PM, 
hjälp, NN, 
och, KN, 
stöd, NN, 
från, PP, 
ledare, NN, 
i, PP, 
andra, JJ, 
länder, NN, 
., MAD, 
Ändå, AB, 
vill, VB, 
Electrolux, PM, 
fortsätta, VB, 
att, IE, 
spara, VB, 
pengar, NN, 
., MAD, 
Varken, KN, 
i, PP, 
fotboll, NN, 
eller, KN, 
ishockey, NN, 
., MAD, 
Sedan, AB, 
i, PP, 
måndags, NN, 
är, VB, 
det, PN, 
inte, AB, 
längre, JJ, 
USA, PM, 
som, HP, 
styr, VB, 
Irak, PM, 
., MAD, 
En, PN, 
av, PP, 
fångarna, NN, 
är, VB, 
Daniel, PM, 
Maiorana, PM, 
., MAD, 
Den, DT, 
undersökningen, NN, 
visar, VB, 
att, SN, 
vanliga, JJ, 
människor, NN, 
tror, VB, 
att, SN, 
Sveriges, PM, 
ekonomi, NN, 
blir, VB, 
sämre, JJ, 
., MAD, 
IFK, PM, 
Växjö, PM, 
hade, VB, 
stora, JJ, 
problem, NN, 
och, KN, 
brist, NN, 
på, PP, 
pengar, NN, 
., MAD, 
Asafa, PM, 
Powell, PM, 
är, VB, 
i, PP, 
ruskigt, AB, 
bra, JJ, 
form, NN, 
just, AB, 
nu, AB, 
., MAD, 
Han, PN, 
och, KN, 
Tony, PM, 
Olsson, PM, 
räknas, VB, 
som, KN, 
Sveriges, PM, 
farligaste, JJ, 
fångar, NN, 
., MAD, 
Bland, PP, 
annat, PN, 
drar, VB, 
hon, PN, 
en, DT, 
fånge, NN, 
i, PP, 
ett, DT, 
hundkoppel, NN, 
., MAD, 
Färre, JJ, 
kommer, VB, 
att, IE, 
köpa, VB, 
smuggelsprit, NN, 
., MAD, 
Han, PN, 
heter, VB, 
Fredrik, PM, 
Arp, PM, 
., MAD, 
Aaron, PM, 
Ciechanover, PM, 
,, MID, 
Avram, PM, 
Hershko, PM, 
och, KN, 
Irwin, PM, 
Rose, PM, 
har, VB, 
i, PP, 
många, JJ, 
år, NN, 
forskat, VB, 
om, PP, 
kroppens, NN, 
celler, NN, 
., MAD, 
Precis, AB, 
som, HA, 
de, PN, 
gjorde, VB, 
före, PP, 
kriget, NN, 
., MAD, 
Domaren, NN, 
erkände, VB, 
brottet, NN, 
och, KN, 
straffades, VB, 
med, PP, 
böter, NN, 
., MAD, 
De, PN, 
menar, VB, 
att, SN, 
Israel, PM, 
försöker, VB, 
lura, VB, 
till, PL, 
sig, PN, 
mer, JJ, 
mark, NN, 
på, PP, 
det, DT, 
sättet, NN, 
., MAD, 
Regementen, NN, 
bland, PP, 
annat, PN, 
i, PP, 
Östersund, PM, 
,, MID, 
Arvidsjaur, PM, 
,, MID, 
Kristinehamn, PM, 
och, KN, 
Gotland, PM, 
stängs, VB, 
., MAD, 
Det, PN, 
skriver, VB, 
FAO, PM, 
i, PP, 
en, DT, 
rapport, NN, 
., MAD, 
Sverige, PM, 
vann, VB, 
mot, PP, 
Argentina, PM, 
med, PP, 
30-23, RG, 
., MAD, 
De, PN, 
röstade, VB, 
nej, IN, 
till, PP, 
att, SN, 
ön, NN, 
ska, VB, 
bli, VB, 
ett, DT, 
enda, JJ, 
land, NN, 
., MAD, 
I, PP, 
Saudiarabien, PM, 
arbetar, VB, 
många, JJ, 
människor, NN, 
från, PP, 
andra, JJ, 
länder, NN, 
., MAD, 
Det, PN, 
är, VB, 
mer, AB, 
än, KN, 
två, RG, 
veckor, NN, 
sedan, SN, 
affärsmannen, NN, 
Fabian, PM, 
Bengtsson, PM, 
kidnappades, VB, 
., MAD, 
Flera, JJ, 
kidnappade, PC, 
människor, NN, 
har, VB, 
släppts, VB, 
fria, JJ, 
., MAD, 
Miljoner, NN, 
människor, NN, 
hade, VB, 
kommit, VB, 
till, PP, 
Rom, PM, 
för, PP, 
att, IE, 
ta, VB, 
farväl, NN, 
av, PP, 
påven, NN, 
., MAD, 
TT, PM, 
Finländsk, JJ, 
polis, NN, 
grep, VB, 
mannen, NN, 
efter, PP, 
en, DT, 
Thailandsresa, NN, 
., MAD, 
–, MID, 
Det, PN, 
går, VB, 
inte, AB, 
att, IE, 
skrämma, VB, 
bort, PL, 
FN, PM, 
med, PP, 
våld, NN, 
., MAD, 
Det, PN, 
är, VB, 
inte, AB, 
heller, AB, 
höga, JJ, 
löner, NN, 
och, KN, 
långa, JJ, 
transporter, NN, 
som, HP, 
gör, VB, 
att, SN, 
maten, NN, 
blir, VB, 
så, AB, 
dyr, JJ, 
., MAD, 
Men, KN, 
lillebror, NN, 
hann, VB, 
före, PL, 
., MAD, 
Men, KN, 
de, DT, 
finaste, JJ, 
priserna, NN, 
gick, VB, 
till, PP, 
två, RG, 
andra, JJ, 
friidrottare, NN, 
,, MID, 
Höjdhopparen, NN, 
Kajsa, PM, 
Bergqvist, PM, 
och, KN, 
trestegs-hopparen, NN, 
Christian, PM, 
Olsson, PM, 
., MAD, 
IFK, PM, 
Göteborg, PM, 
förlorade, VB, 
mot, PP, 
danska, JJ, 
FC, PM, 
Köpenhamn, PM, 
med, PP, 
1-0, RG, 
., MAD, 
Ofta, AB, 
är, VB, 
det, PN, 
svårt, JJ, 
att, IE, 
ta, VB, 
reda, PL, 
på, PP, 
vem, HP, 
som, HP, 
är, VB, 
skyldig, JJ, 
till, PP, 
ett, DT, 
ministermord, NN, 
., MAD, 
Tjejerna, NN, 
vann, VB, 
med, PP, 
femtio, RG, 
poäng, NN, 
,, MID, 
den, DT, 
största, JJ, 
segern, NN, 
någonsin, AB, 
., MAD, 
En, DT, 
annan, JJ, 
undersökning, NN, 
har, VB, 
visat, VB, 
att, SN, 
polisen, NN, 
inte, AB, 
gjorde, VB, 
något, DT, 
fel, NN, 
på, PP, 
nyårsaftonen, NN, 
., MAD, 
Barcelona, PM, 
har, VB, 
i, PP, 
många, JJ, 
år, NN, 
varit, VB, 
en, PN, 
av, PP, 
världens, NN, 
bästa, JJ, 
klubbar, NN, 
., MAD, 
I, PP, 
förra, JJ, 
veckan, NN, 
var, VB, 
det, PN, 
rättegång, NN, 
mot, PP, 
Jaldung, PM, 
., MAD, 
Dagen, NN, 
efter, PP, 
att, SN, 
Anna, PM, 
Lindh, PM, 
blev, VB, 
knivhuggen, PC, 
i, PP, 
Stockholm, PM, 
hände, VB, 
något, DT, 
hemskt, JJ, 
i, PP, 
Arvika, PM, 
i, PP, 
Värmland, PM, 
., MAD, 
Klubben, NN, 
var, VB, 
full, JJ, 
av, PP, 
människor, NN, 
., MAD, 
I, PP, 
dag, NN, 
är, VB, 
det, PN, 
vanligt, JJ, 
att, SN, 
människor, NN, 
jagas, VB, 
bort, PL, 
från, PP, 
slum-områdena, NN, 
., MAD, 
Regeringen, NN, 
har, VB, 
bestämt, VB, 
att, SN, 
de, PN, 
också, AB, 
ska, VB, 
få, VB, 
sända, VB, 
TV-program, NN, 
på, PP, 
det, DT, 
nya, JJ, 
sättet, NN, 
., MAD, 
De, PN, 
tror, VB, 
att, SN, 
folk, NN, 
inte, AB, 
bryr, VB, 
sig, PN, 
om, PP, 
ett, DT, 
val, NN, 
på, PP, 
sommaren, NN, 
., MAD, 
Men, KN, 
regeringen, NN, 
räknar, VB, 
med, PP, 
att, SN, 
de, DT, 
flesta, JJ, 
är, VB, 
döda, JJ, 
., MAD, 
Arbetsdomstolen, NN, 
ska, VB, 
ta, VB, 
reda, PL, 
på, PP, 
vad, HP, 
som, HP, 
har, VB, 
hänt, VB, 
., MAD, 
Flera, JJ, 
utlänningar, NN, 
har, VB, 
blivit, VB, 
kidnappade, PC, 
de, DT, 
senaste, JJ, 
dagarna, NN, 
., MAD, 
Nära, PP, 
huvudstaden, NN, 
Bagdad, PM, 
ligger, VB, 
tusentals, AB, 
människor, NN, 
begavda, PC, 
i, PP, 
massgravar, NN, 
., MAD, 
Han, PN, 
ville, VB, 
att, SN, 
Milosevic, PM, 
skulle, VB, 
straffas, VB, 
för, PP, 
sina, PS, 
krigsbrott, NN, 
., MAD, 
I, PP, 
höst, NN, 
kan, VB, 
han, PN, 
bli, VB, 
USAs, PM, 
president, NN, 
., MAD, 
Folket, NN, 
är, VB, 
missnöjt, JJ, 
med, PP, 
Förenta, JJ, 
Nationernas, NN, 
